subject,gender,heights,arm_lengths,crotch_heights,chest_circumferences,hip_circumferences,waist_circumferences
csr0538a.ply,0,1778.0,627,785.0,1019,1029.0,891.0
csr0540a.ply,0,1701.8,610,729.0,1065,1107.0,922.0
csr0541a.ply,0,1854.2,681,832.0,1119,1047.0,962.0
csr0542a.ply,0,1879.6,670,798.0,1245,1149.0,1075.0
csr0544a.ply,1,1587.5,530,709.0,910,964.0,746.0
csr0546a.ply,0,1727.2,609,777.0,950,981.0,761.0
csr0547a.ply,0,1828.8,651,817.0,986,1059.0,807.0
csr0548a.ply,0,1803.4,622,835.0,1014,1065.0,964.0
csr0549a.ply,0,1752.6,611,767.0,952,988.0,771.0
csr0550a.ply,0,1803.4,641,803.0,949,985.0,845.0
csr0551a.ply,0,1778.0,642,809.0,994,1028.0,887.0
csr0552a.ply,0,2006.6,725,962.0,950,1035.0,879.0
csr0553a.ply,0,1778.0,703,756.0,1569,1834.0,1702.0
csr0554a.ply,0,1625.6,606,715.0,1091,1076.0,961.0
csr0555a.ply,0,1778.0,627,785.0,894,1018.0,824.0
csr0556a.ply,1,1562.1,523,696.0,873,970.0,620.0
csr0557a.ply,0,1752.6,636,779.0,963,1032.0,858.0
csr0559a.ply,0,1841.5,693,856.0,1055,1042.0,899.0
csr0560a.ply,0,1778.0,682,809.0,1046,1070.0,841.0
csr0561a.ply,0,1752.6,658,801.0,1102,1090.0,951.0
csr0562a.ply,0,1866.9,680,851.0,1188,1135.0,1103.0
csr0563a.ply,0,1930.4,676,856.0,1113,1053.0,979.0
csr0564a.ply,0,1930.4,677,918.0,975,1012.0,901.0
csr0565a.ply,0,1854.2,680,785.0,1292,1217.0,1118.0
csr0566a.ply,0,1803.4,642,797.0,1043,1046.0,894.0
csr0567a.ply,0,1727.2,668,798.0,1059,1085.0,991.0
csr0568a.ply,0,1727.2,626,773.0,1035,1065.0,971.0
csr0569a.ply,1,1320.8,565,664.0,1210,1200.0,1123.0
csr0571a.ply,0,1828.8,668,801.0,1049,1040.0,955.0
csr0572a.ply,0,1879.6,639,854.0,954,986.0,851.0
csr0573a.ply,1,1625.6,575,736.0,1045,1121.0,820.0
csr0574a.ply,0,1803.4,657,811.0,1147,1234.0,1079.0
csr0575a.ply,0,1816.1,659,824.0,1052,1032.0,860.0
csr0576a.ply,0,1905.0,703,890.0,1108,1195.0,1021.0
csr0578a.ply,0,1816.1,644,792.0,989,956.0,814.0
csr0579a.ply,0,1955.8,700,924.0,1028,1101.0,935.0
csr0580a.ply,0,1803.4,659,798.0,1160,1110.0,1044.0
csr0581a.ply,1,1765.3,605,813.0,899,1018.0,730.0
csr0582a.ply,0,1905.0,674,831.0,1109,1130.0,1053.0
csr0583a.ply,1,1689.1,560,708.0,1034,1236.0,811.0
csr0586a.ply,1,1676.4,576,784.0,875,1013.0,744.0
csr0587a.ply,0,1752.6,648,753.0,986,1001.0,852.0
csr0588a.ply,0,1778.0,625,762.0,1049,1031.0,889.0
csr0589a.ply,1,1841.5,628,867.0,876,1090.0,706.0
csr0590a.ply,1,1727.2,607,779.0,900,1155.0,735.0
csr0591a.ply,0,1790.7,652,769.0,1098,1113.0,1035.0
csr0592a.ply,0,1879.6,686,826.0,1378,1345.0,1332.0
csr0593a.ply,1,1727.2,612,794.0,1371,1251.0,1180.0
csr0594a.ply,1,1727.2,605,792.0,917,1200.0,820.0
csr0595a.ply,0,1828.8,646,794.0,990,1115.0,944.0
csr0597a.ply,0,1727.2,616,745.0,1077,1118.0,947.0
csr0598a.ply,1,1828.8,621,849.0,930,1026.0,760.0
csr0599a.ply,0,1879.6,682,899.0,1065,1076.0,889.0
csr0600a.ply,1,1549.4,548,690.0,855,976.0,656.0
csr0601a.ply,0,1905.0,668,839.0,1169,1148.0,1013.0
csr0602a.ply,0,1828.8,650,821.0,914,965.0,838.0
csr0603a.ply,0,1752.6,596,771.0,971,959.0,825.0
csr0605a.ply,0,1727.2,630,775.0,995,1017.0,964.0
csr0606a.ply,0,1676.4,591,754.0,965,902.0,789.0
csr0607a.ply,1,1651.0,539,740.0,895,1095.0,786.0
csr0608a.ply,0,1600.2,556,665.0,981,965.0,848.0
csr0609a.ply,1,1727.2,559,789.0,864,975.0,640.0
csr0610a.ply,0,1828.8,635,785.0,1147,1113.0,979.0
csr0611a.ply,0,1854.2,678,813.0,1124,1097.0,928.0
csr0612a.ply,0,1854.2,659,847.0,918,928.0,754.0
csr0613a.ply,0,1765.3,618,733.0,1228,1169.0,1080.0
csr0614a.ply,1,1600.2,562,744.0,891,1005.0,661.0
csr0615a.ply,1,1574.8,568,708.0,1112,1175.0,900.0
csr0616a.ply,1,1625.6,553,739.0,890,1035.0,721.0
csr0617a.ply,0,1828.8,649,802.0,1346,1268.0,1313.0
csr0618a.ply,0,1651.0,555,698.0,811,832.0,643.0
csr0620a.ply,0,1790.7,680,758.0,1153,1245.0,1119.0
csr0621a.ply,1,1651.0,585,768.0,879,1020.0,704.0
csr0622a.ply,1,1600.2,558,709.0,950,1002.0,729.0
csr0623a.ply,0,1778.0,609,786.0,897,989.0,719.0
csr0624a.ply,1,1701.8,573,771.0,934,1085.0,750.0
csr0625a.ply,0,1498.6,545,630.0,1016,945.0,888.0
csr0626a.ply,1,1625.6,555,731.0,794,907.0,632.0
csr0627a.ply,1,1612.9,547,732.0,859,911.0,639.0
csr0628a.ply,1,1625.6,563,752.0,949,1052.0,794.0
csr0629a.ply,0,1828.8,662,805.0,1195,1177.0,1109.0
csr0630a.ply,1,1511.3,520,666.0,1005,1030.0,794.0
csr0633a.ply,0,1930.4,679,871.0,1361,1255.0,1223.0
csr0634a.ply,0,1772.92,637,787.0,993,1033.0,853.0
csr0635a.ply,1,1701.8,604,786.0,1099,1120.0,938.0
csr0636a.ply,0,1854.2,653,831.0,1128,1140.0,952.0
csr0637a.ply,0,1790.7,675,836.0,1002,1017.0,853.0
csr0638a.ply,0,1701.8,612,757.0,954,989.0,828.0
csr0639a.ply,0,1981.2,693,932.0,991,1059.0,888.0
csr0640a.ply,1,1803.4,615,789.0,1040,1160.0,880.0
csr0641a.ply,0,1727.2,626,754.0,1009,1034.0,902.0
csr0642a.ply,1,1778.0,618,836.0,975,1061.0,748.0
csr0643a.ply,0,1727.2,633,803.0,924,992.0,780.0
csr0644a.ply,1,1739.9,597,809.0,951,1050.0,771.0
csr0646a.ply,1,1651.0,569,755.0,892,1031.0,720.0
csr0647a.ply,0,1828.8,682,794.0,1290,1264.0,1272.0
csr0648a.ply,0,1778.0,634,781.0,1064,1124.0,1013.0
csr0649a.ply,1,1752.6,618,841.0,838,1010.0,702.0
csr0650a.ply,0,1752.6,615,761.0,1025,980.0,867.0
csr0651a.ply,1,1625.6,583,750.0,868,998.0,715.0
csr0652a.ply,0,1765.3,652,787.0,1098,1035.0,905.0
csr0653a.ply,0,1828.8,643,800.0,1032,1176.0,952.0
csr0654a.ply,0,1930.4,683,865.0,1110,1145.0,981.0
csr0655a.ply,1,1651.0,568,740.0,978,1052.0,782.0
csr0656a.ply,1,1701.8,590,846.0,833,933.0,800.0
csr0657a.ply,0,1854.2,643,816.0,924,967.0,834.0
csr0658a.ply,0,1854.2,676,870.0,1035,1057.0,890.0
csr0659a.ply,0,1854.2,676,846.0,1071,1083.0,932.0
csr0660a.ply,0,1828.8,666,777.0,1249,1215.0,1216.0
csr0661a.ply,0,1854.2,657,770.0,1389,1291.0,1385.0
csr0662a.ply,1,1803.4,636,864.0,917,1019.0,757.0
csr0663a.ply,1,1701.8,597,771.0,959,1030.0,730.0
csr0664a.ply,0,1930.4,684,877.0,1167,1139.0,964.0
csr0666a.ply,0,1879.6,652,827.0,1064,1099.0,978.0
csr0667a.ply,0,1803.4,635,842.0,958,994.0,823.0
csr0668a.ply,1,1625.6,551,747.0,911,1045.0,710.0
csr0669a.ply,0,1772.92,635,783.0,999,960.0,847.0
csr0670a.ply,0,1727.2,572,708.0,916,996.0,795.0
csr0671a.ply,0,1625.6,607,719.0,976,1024.0,921.0
csr1031a.ply,0,1854.2,694,819.0,1179,1124.0,1041.0
csr1032a.ply,1,1676.4,588,771.0,849,1010.0,749.0
csr1035a.ply,1,1676.4,614,761.0,982,1046.0,782.0
csr1036a.ply,0,1739.9,632,758.0,1035,1004.0,872.0
csr1038a.ply,1,1625.6,568,735.0,930,1050.0,700.0
csr1039a.ply,1,1701.8,609,803.0,924,1056.0,694.0
csr1040a.ply,0,1746.25,583,765.0,933,925.0,802.0
csr1041a.ply,0,1778.0,664,842.0,969,1001.0,826.0
csr1043a.ply,1,1422.4,462,590.0,879,912.0,666.0
csr1044a.ply,0,1625.6,564,704.0,1002,977.0,894.0
csr1045a.ply,0,1701.8,604,726.0,1146,1112.0,1049.0
csr1046a.ply,0,1803.4,673,850.0,927,1022.0,828.0
csr1047a.ply,1,1397.0,608,758.0,971,974.0,778.0
csr1048a.ply,0,1828.8,670,848.0,985,1035.0,922.0
csr1049a.ply,0,1727.2,605,728.0,1182,1197.0,1027.0
csr1050a.ply,1,1676.4,548,741.0,1031,1045.0,915.0
csr1051a.ply,0,1727.2,611,740.0,976,962.0,769.0
csr1052a.ply,0,1778.0,613,740.0,1102,1057.0,922.0
csr1054a.ply,0,1676.4,596,763.0,885,912.0,811.0
csr1055a.ply,0,1803.4,662,837.0,919,978.0,815.0
csr1056a.ply,1,1625.6,560,748.0,818,900.0,707.0
csr1057a.ply,1,1701.8,592,791.0,876,975.0,710.0
csr1058a.ply,1,1625.6,577,779.0,860,1056.0,727.0
csr1059a.ply,0,1803.4,645,788.0,925,1065.0,875.0
csr1060a.ply,1,1543.05,554,669.0,1112,1170.0,856.0
csr1061a.ply,1,1803.4,662,856.0,985,1097.0,833.0
csr1062a.ply,1,1371.6,573,737.0,907,943.0,738.0
csr1063a.ply,1,1778.0,622,783.0,1235,1261.0,1075.0
csr1064a.ply,0,1752.6,632,754.0,984,981.0,871.0
csr1065a.ply,0,1803.4,607,795.0,929,1008.0,815.0
csr1066a.ply,0,1828.8,676,827.0,1115,1114.0,949.0
csr1067a.ply,0,1854.2,667,830.0,1115,1070.0,876.0
csr1068a.ply,1,1752.6,593,799.0,837,1000.0,678.0
csr1069a.ply,0,1778.0,630,819.0,946,922.0,775.0
csr1070a.ply,1,1390.65,580,727.0,925,1082.0,719.0
csr1072a.ply,0,1854.2,655,811.0,1184,1192.0,1187.0
csr1073a.ply,0,1727.2,620,752.0,953,961.0,845.0
csr1074a.ply,1,1638.3,571,755.0,878,955.0,669.0
csr1075a.ply,0,1854.2,640,846.0,1069,1118.0,922.0
csr1076a.ply,1,1612.9,575,724.0,915,995.0,733.0
csr1077a.ply,1,1676.4,585,743.0,946,1040.0,805.0
csr1078a.ply,1,1549.4,555,714.0,971,1025.0,880.0
csr1079a.ply,1,1701.8,587,733.0,1002,1088.0,863.0
csr1080a.ply,0,1905.0,667,877.0,1085,1068.0,968.0
csr1081a.ply,1,1574.8,557,736.0,960,1026.0,799.0
csr1082a.ply,0,1854.2,679,838.0,969,1013.0,849.0
csr1083a.ply,1,1562.1,553,698.0,902,920.0,688.0
csr1084a.ply,1,1625.6,555,734.0,828,1050.0,705.0
csr1085a.ply,0,1803.4,669,834.0,1135,1052.0,1008.0
csr1086a.ply,1,1485.9,523,646.0,945,970.0,816.0
csr1087a.ply,1,1625.6,556,692.0,1097,1288.0,1029.0
csr1088a.ply,1,1651.0,575,751.0,845,933.0,646.0
csr1089a.ply,1,1517.65,545,687.0,809,913.0,727.0
csr1090a.ply,0,1981.2,716,914.0,1095,1104.0,1053.0
csr1092a.ply,0,1778.0,617,810.0,1007,1051.0,928.0
csr1093a.ply,0,1778.0,624,778.0,1060,1074.0,996.0
csr1094a.ply,0,1778.0,626,803.0,957,962.0,863.0
csr1095a.ply,1,1625.6,571,764.0,960,1095.0,773.0
csr1096a.ply,1,1701.8,599,769.0,972,1065.0,902.0
csr1097a.ply,0,1778.0,666,859.0,964,938.0,789.0
csr1098a.ply,1,1727.2,576,794.0,955,1056.0,900.0
csr1099a.ply,0,1727.2,618,762.0,1006,1031.0,852.0
csr1100a.ply,1,1727.2,578,786.0,883,995.0,788.0
csr1101a.ply,1,1663.7,601,750.0,946,1052.0,785.0
csr1102a.ply,1,1752.6,605,822.0,990,1035.0,880.0
csr1103a.ply,0,1930.4,691,883.0,1049,1135.0,933.0
csr1104a.ply,0,1803.4,659,809.0,1034,1053.0,867.0
csr1105a.ply,1,1625.6,566,717.0,958,1160.0,834.0
csr1106a.ply,0,1752.6,646,774.0,944,925.0,837.0
csr1108a.ply,0,1752.6,603,800.0,950,948.0,746.0
csr1109a.ply,1,1701.8,583,780.0,840,960.0,703.0
csr1110a.ply,0,1701.8,599,765.0,825,856.0,716.0
csr1111a.ply,0,1727.2,626,813.0,999,1035.0,842.0
csr1113a.ply,0,1866.9,685,867.0,1026,1098.0,864.0
csr1114a.ply,0,1828.8,656,790.0,1059,1066.0,903.0
csr1115a.ply,0,1727.2,614,789.0,851,940.0,745.0
csr1116a.ply,1,1727.2,587,765.0,784,865.0,665.0
csr1117a.ply,0,1739.9,631,791.0,1059,980.0,907.0
csr1118a.ply,1,1752.6,616,774.0,948,1113.0,864.0
csr1119a.ply,0,1854.2,634,848.0,942,994.0,802.0
csr1120a.ply,0,1701.8,608,756.0,945,975.0,777.0
csr1121a.ply,1,1701.8,574,787.0,988,1114.0,812.0
csr1122a.ply,0,1930.4,701,803.0,1365,1295.0,1220.0
csr1123a.ply,1,1625.6,585,709.0,1184,1348.0,1090.0
csr1124a.ply,1,1701.8,640,780.0,1008,1046.0,793.0
csr1125a.ply,1,1803.4,670,855.0,928,1052.0,702.0
csr1126a.ply,0,1828.8,649,806.0,1018,1058.0,896.0
csr1127a.ply,1,1676.4,581,795.0,820,990.0,730.0
csr1128a.ply,1,1651.0,598,758.0,1111,1145.0,942.0
csr1129a.ply,0,1803.4,619,824.0,862,942.0,747.0
csr1130a.ply,1,1625.6,576,729.0,1086,1158.0,911.0
csr1131a.ply,0,1676.4,608,737.0,1095,1102.0,964.0
csr1132a.ply,1,1689.1,584,797.0,885,925.0,639.0
csr1135a.ply,0,1828.8,657,811.0,1019,1036.0,940.0
csr1136a.ply,1,1638.3,590,752.0,864,927.0,711.0
csr1137a.ply,1,1663.7,559,740.0,888,995.0,670.0
csr1138a.ply,1,1752.6,626,828.0,895,1075.0,725.0
csr1139a.ply,1,1625.6,582,749.0,937,1000.0,761.0
csr1140a.ply,1,1676.4,597,768.0,913,1014.0,722.0
csr1141a.ply,1,1574.8,552,698.0,975,1085.0,810.0
csr1142a.ply,1,1701.8,615,770.0,908,1035.0,772.0
csr1143a.ply,0,1981.2,705,875.0,1110,1134.0,1018.0
csr1144a.ply,1,1727.2,587,807.0,888,1090.0,713.0
csr1145a.ply,0,1625.6,599,722.0,995,901.0,738.0
csr1146a.ply,0,2006.6,716,924.0,1017,1049.0,950.0
csr1148a.ply,1,1778.0,628,801.0,930,1095.0,865.0
csr1149a.ply,0,1930.4,704,881.0,1099,1077.0,993.0
csr1150a.ply,1,1701.8,628,824.0,934,910.0,700.0
csr1151a.ply,0,1803.4,639,805.0,1102,1116.0,970.0
csr1152a.ply,1,1574.8,555,735.0,896,1050.0,698.0
csr1153a.ply,0,1752.6,617,779.0,1026,1030.0,864.0
csr1154a.ply,0,1778.0,613,835.0,813,852.0,742.0
csr1155a.ply,0,1727.2,616,757.0,974,1036.0,797.0
csr1156a.ply,0,1676.4,595,739.0,850,945.0,765.0
csr1157a.ply,1,1803.4,600,811.0,892,1030.0,705.0
csr1158a.ply,1,1739.9,601,803.0,881,1100.0,780.0
csr1159a.ply,0,1854.2,666,790.0,1130,1141.0,1057.0
csr1160a.ply,1,1524.0,512,659.0,915,1010.0,740.0
csr1161a.ply,0,1981.2,754,909.0,1063,1033.0,948.0
csr1162a.ply,1,1574.8,525,696.0,887,955.0,730.0
csr1163a.ply,1,1625.6,562,741.0,783,920.0,629.0
csr1164a.ply,1,1625.6,554,723.0,908,1052.0,745.0
csr1165a.ply,0,1778.0,617,767.0,928,1017.0,932.0
csr1166a.ply,1,1879.6,682,864.0,1151,1286.0,1061.0
csr1167a.ply,1,1714.5,617,858.0,813,910.0,692.0
csr1168a.ply,1,1651.0,563,714.0,792,960.0,648.0
csr1170a.ply,0,1803.4,661,828.0,1070,1015.0,902.0
csr1171a.ply,1,1625.6,537,725.0,855,920.0,681.0
csr1173a.ply,0,1905.0,682,835.0,1047,1085.0,1004.0
csr1174a.ply,1,1492.25,655,727.0,1286,1287.0,1139.0
csr1175a.ply,1,1651.0,615,756.0,978,1143.0,839.0
csr1176a.ply,0,1778.0,631,788.0,884,968.0,848.0
csr1177a.ply,1,1651.0,604,706.0,1078,1311.0,937.0
csr1178a.ply,1,1524.0,597,651.0,1375,1380.0,1063.0
csr1179a.ply,0,1714.5,690,879.0,1117,1207.0,1086.0
csr1180a.ply,1,1625.6,628,734.0,1270,1282.0,1303.0
csr1181a.ply,0,1651.0,577,708.0,858,930.0,772.0
csr1182a.ply,1,1930.4,709,904.0,1306,1610.0,1235.0
csr1183a.ply,1,1625.6,593,731.0,975,1200.0,742.0
csr1184a.ply,1,1625.6,603,735.0,1127,1150.0,965.0
csr1185a.ply,0,1905.0,673,901.0,1132,1096.0,1063.0
csr1186a.ply,0,1701.8,613,757.0,972,989.0,805.0
csr1187a.ply,0,1752.6,642,787.0,982,967.0,838.0
csr1188a.ply,0,1828.8,663,822.0,1020,942.0,823.0
csr1189a.ply,0,1955.8,638,818.0,1012,1106.0,905.0
csr1190a.ply,0,1816.1,643,767.0,1110,1070.0,1037.0
csr1191a.ply,0,1955.8,658,797.0,1019,1000.0,912.0
csr1192a.ply,0,1841.5,678,835.0,1050,1086.0,844.0
csr1193a.ply,0,1854.2,638,825.0,1029,1014.0,943.0
csr1194a.ply,1,1612.9,563,729.0,856,1036.0,670.0
csr1195a.ply,1,1587.5,548,710.0,1023,1065.0,823.0
csr1196a.ply,0,1854.2,673,859.0,958,1010.0,849.0
csr1197a.ply,1,1625.6,546,700.0,980,979.0,818.0
csr1198a.ply,1,1701.8,589,744.0,1049,1172.0,841.0
csr1199a.ply,0,1841.5,712,890.0,912,972.0,781.0
csr1200a.ply,1,1663.7,600,755.0,908,980.0,740.0
csr1201a.ply,1,1727.2,592,777.0,874,1049.0,710.0
csr1202a.ply,1,1549.4,555,680.0,1128,1190.0,971.0
csr1203a.ply,0,1727.2,607,724.0,1020,974.0,856.0
csr1204a.ply,0,1955.8,736,904.0,1143,1134.0,1038.0
csr1205a.ply,0,1778.0,630,784.0,1048,1093.0,880.0
csr1206a.ply,0,1752.6,641,802.0,984,1005.0,873.0
csr1207a.ply,1,1676.4,636,800.0,979,1147.0,872.0
csr1208a.ply,1,1574.8,587,694.0,1234,1370.0,1161.0
csr1209a.ply,1,1574.8,533,662.0,1097,1097.0,985.0
csr1210a.ply,1,1600.2,562,725.0,1027,1060.0,928.0
csr1211a.ply,0,1752.6,645,798.0,1032,1027.0,887.0
csr1213a.ply,1,1701.8,612,783.0,969,1071.0,821.0
csr1214a.ply,1,1625.6,591,737.0,945,1031.0,752.0
csr1215a.ply,1,1625.6,595,745.0,886,990.0,766.0
csr1216a.ply,0,1752.6,630,762.0,978,997.0,846.0
csr1217a.ply,1,1701.8,619,766.0,1010,1019.0,913.0
csr1218a.ply,0,1727.2,625,772.0,1027,1018.0,909.0
csr1219a.ply,0,1676.4,616,765.0,880,941.0,713.0
csr1220a.ply,1,1701.8,633,829.0,893,1122.0,709.0
csr1221a.ply,1,1638.3,597,755.0,924,929.0,725.0
csr1222a.ply,1,1625.6,596,748.0,889,1005.0,720.0
csr1223a.ply,0,1955.8,672,846.0,1007,1108.0,993.0
csr1224a.ply,0,1701.8,591,761.0,927,1000.0,810.0
csr1225a.ply,1,1498.6,520,660.0,801,861.0,557.0
csr1226a.ply,1,1574.8,553,695.0,844,947.0,686.0
csr1227a.ply,1,1778.0,609,815.0,869,884.0,764.0
csr1228a.ply,0,1676.4,607,707.0,1145,1206.0,1070.0
csr1229a.ply,1,1663.7,617,756.0,965,1052.0,769.0
csr1230a.ply,0,1765.3,630,753.0,1082,1001.0,967.0
csr1231a.ply,1,1676.4,613,781.0,865,1021.0,692.0
csr1232a.ply,0,1905.0,674,828.0,1010,952.0,862.0
csr1233a.ply,1,1701.8,600,747.0,957,1083.0,869.0
csr1234a.ply,0,1854.2,678,836.0,1073,1062.0,977.0
csr1235a.ply,1,1701.8,614,714.0,1041,1073.0,938.0
csr1236a.ply,0,1701.8,586,742.0,961,963.0,853.0
csr1237a.ply,1,1625.6,586,729.0,864,1011.0,707.0
csr1238a.ply,0,1701.8,624,745.0,1079,1047.0,958.0
csr1239a.ply,1,1600.2,549,725.0,1055,1086.0,885.0
csr1240a.ply,1,1727.2,595,792.0,920,1119.0,750.0
csr1241a.ply,1,1574.8,557,673.0,1104,1230.0,975.0
csr1242a.ply,1,1739.9,635,786.0,834,1048.0,683.0
csr1243a.ply,0,1803.4,660,775.0,1108,1053.0,852.0
csr1244a.ply,0,1879.6,680,835.0,1202,1095.0,991.0
csr1245a.ply,0,1905.0,658,866.0,990,998.0,880.0
csr1246a.ply,1,1803.4,644,859.0,915,1054.0,741.0
csr1247a.ply,0,1854.2,651,835.0,951,1009.0,875.0
csr1248a.ply,0,1879.6,670,858.0,1012,1069.0,978.0
csr1249a.ply,1,1574.8,569,726.0,890,975.0,678.0
csr1250a.ply,1,1701.8,644,745.0,928,1150.0,804.0
csr1251a.ply,1,1676.4,611,765.0,1065,1144.0,923.0
csr1252a.ply,0,1587.5,585,703.0,1215,1123.0,1029.0
csr1253a.ply,1,1752.6,630,784.0,948,1139.0,814.0
csr1254a.ply,1,1651.0,594,777.0,922,1030.0,699.0
csr1255a.ply,0,1879.6,652,854.0,993,1059.0,825.0
csr1256a.ply,0,1778.0,628,787.0,1052,1062.0,849.0
csr1257a.ply,0,1778.0,638,756.0,1017,1016.0,865.0
csr1258a.ply,0,1778.0,622,793.0,969,968.0,872.0
csr1259a.ply,0,1905.0,716,828.0,1155,1250.0,1151.0
csr1260a.ply,0,2032.0,704,821.0,1347,1375.0,1223.0
csr1261a.ply,0,1778.0,645,803.0,974,980.0,843.0
csr1262a.ply,1,1714.5,590,772.0,903,969.0,719.0
csr1263a.ply,1,1803.4,663,828.0,1064,1259.0,960.0
csr1264a.ply,0,1778.0,631,731.0,1136,1066.0,976.0
csr1265a.ply,0,1752.6,650,812.0,939,897.0,786.0
csr1266a.ply,0,1803.4,657,775.0,971,967.0,858.0
csr1267a.ply,0,1854.2,687,861.0,972,979.0,854.0
csr1268a.ply,0,1727.2,615,766.0,888,993.0,822.0
csr1269a.ply,1,1676.4,581,749.0,923,1200.0,852.0
csr1270a.ply,1,1752.6,595,793.0,972,1106.0,783.0
csr1271a.ply,0,1676.4,620,765.0,973,1052.0,869.0
csr1272a.ply,0,1676.4,596,706.0,898,950.0,752.0
csr1273a.ply,1,1473.2,514,647.0,844,870.0,626.0
csr1274a.ply,0,1701.8,601,724.0,873,987.0,780.0
csr1275a.ply,0,1905.0,691,872.0,909,958.0,806.0
csr1276a.ply,0,1930.4,706,848.0,1178,1103.0,1118.0
csr1277a.ply,1,1676.4,611,753.0,1063,1297.0,971.0
csr1278a.ply,0,1574.8,558,724.0,1089,1005.0,823.0
csr1279a.ply,1,1676.4,597,777.0,818,1025.0,667.0
csr1280a.ply,1,1651.0,622,769.0,1138,1226.0,973.0
csr1281a.ply,1,1701.8,602,785.0,953,1056.0,749.0
csr1282a.ply,0,1752.6,630,738.0,1184,1165.0,1026.0
csr1283a.ply,1,1663.7,675,745.0,1031,1060.0,935.0
csr1284a.ply,1,1625.6,584,742.0,860,954.0,645.0
csr1285a.ply,1,1498.6,540,720.0,935,904.0,694.0
csr1286a.ply,0,1828.8,659,788.0,1250,1182.0,1045.0
csr1287a.ply,1,1574.8,509,679.0,739,880.0,628.0
csr1288a.ply,0,1828.8,653,782.0,1094,1105.0,1016.0
csr1289a.ply,1,1676.4,619,795.0,964,1140.0,802.0
csr1290a.ply,1,1701.8,595,759.0,1021,1092.0,799.0
csr1291a.ply,1,1752.6,668,823.0,866,976.0,766.0
csr1292a.ply,0,1790.7,665,797.0,1115,1047.0,912.0
csr1293a.ply,0,1625.6,614,741.0,950,995.0,865.0
csr1294a.ply,1,1676.4,643,805.0,953,1134.0,718.0
csr1295a.ply,0,1727.2,658,782.0,1075,1097.0,916.0
csr1296a.ply,1,1752.6,640,835.0,938,1003.0,756.0
csr1297a.ply,1,1651.0,566,732.0,920,1062.0,766.0
csr1298a.ply,1,1701.8,610,777.0,928,1170.0,823.0
csr1299a.ply,1,1574.8,618,715.0,1199,1311.0,1043.0
csr1300a.ply,1,1676.4,617,762.0,1071,1153.0,934.0
csr1301a.ply,1,1676.4,622,776.0,1065,1246.0,912.0
csr1302a.ply,1,1543.05,560,710.0,961,1111.0,736.0
csr1303a.ply,1,1765.3,632,815.0,1092,1164.0,992.0
csr1304a.ply,1,1562.1,597,699.0,1082,1273.0,880.0
csr1305a.ply,1,1498.6,555,674.0,970,1042.0,720.0
csr1306a.ply,0,1752.6,630,752.0,1019,1072.0,874.0
csr1307a.ply,1,1752.6,619,834.0,835,971.0,630.0
csr1308a.ply,0,1778.0,642,826.0,1084,1100.0,918.0
csr1309a.ply,1,1574.8,546,710.0,776,941.0,669.0
csr1310a.ply,1,1651.0,591,759.0,817,942.0,717.0
csr1311a.ply,1,1612.9,582,729.0,881,951.0,723.0
csr1312a.ply,1,1663.7,545,707.0,1184,1241.0,1092.0
csr1313a.ply,1,1587.5,588,753.0,916,988.0,724.0
csr1314a.ply,1,1651.0,586,763.0,930,994.0,812.0
csr1315a.ply,1,1600.2,571,706.0,823,935.0,660.0
csr1316a.ply,1,1600.2,570,709.0,1108,1269.0,868.0
csr1317a.ply,0,1701.8,584,724.0,1015,1013.0,875.0
csr1318a.ply,0,1803.4,692,794.0,1122,1048.0,997.0
csr1319a.ply,1,1600.2,554,749.0,883,1113.0,680.0
csr1320a.ply,0,1803.4,676,858.0,987,975.0,861.0
csr1321a.ply,1,1651.0,614,797.0,978,1020.0,842.0
csr1322a.ply,0,1828.8,697,814.0,1158,1186.0,1038.0
csr1323a.ply,1,1600.2,573,741.0,928,981.0,712.0
csr1324a.ply,1,1574.8,576,707.0,1013,1052.0,837.0
csr1325a.ply,0,1701.8,602,754.0,1070,1024.0,871.0
csr1326a.ply,0,1778.0,599,807.0,895,962.0,805.0
csr1327a.ply,0,1828.8,647,836.0,961,1007.0,759.0
csr1328a.ply,0,1778.0,623,803.0,920,966.0,770.0
csr1329a.ply,0,1765.3,666,827.0,1174,1208.0,1042.0
csr1330a.ply,0,1701.8,618,802.0,977,974.0,700.0
csr1331a.ply,1,1600.2,616,777.0,952,1153.0,768.0
csr1332a.ply,0,1701.8,657,742.0,1094,1141.0,912.0
csr1333a.ply,0,1727.2,585,794.0,925,942.0,690.0
csr1334a.ply,0,1828.8,669,848.0,1018,1090.0,947.0
csr1335a.ply,0,1955.8,697,883.0,1054,1110.0,944.0
csr1336a.ply,1,1625.6,574,778.0,961,1024.0,734.0
csr1337a.ply,0,1854.2,682,839.0,949,993.0,887.0
csr1338a.ply,0,1778.0,605,770.0,957,899.0,814.0
csr1339a.ply,0,1701.8,617,809.0,866,917.0,761.0
csr1340a.ply,0,1879.6,670,826.0,1066,1082.0,949.0
csr1341a.ply,1,1625.6,594,760.0,924,963.0,707.0
csr1342a.ply,1,1701.8,636,838.0,949,1064.0,751.0
csr1343a.ply,0,1803.4,635,804.0,912,968.0,806.0
csr1344a.ply,0,1701.8,636,779.0,898,968.0,737.0
csr1345a.ply,1,1574.8,585,712.0,838,978.0,684.0
